旅館名稱,最低房價,最高房價,地址,圖片連結,城市,網站,電話
靚嵐,16000,20000,"No. 35, Danan 6th St., Puli Township, Nantou County 545017 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/232970.jpg?v=20250516,埔里鎮,https://booking.owlting.com/jinglanbnb?lang=zh_TW&amp;start=2024-03-28&amp;end=2024-03-29&amp;adult=1&amp;child=0&amp;infant=0,886-905-820702
好宅小院民宿,12000,16000,"No. 15, Ln. 252, Yong&#39;an St., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/292238.png?v=20250516,台東市,,886-937-600359
隱月行旅民宿,6800,6800,"No. 28, Hushan 8th St., Puli Township, Nantou County 545001 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/234464.jpg?v=20250516,埔里鎮,https://booking.owlting.com/yinyue,886-910-225582
真心愛你精品民宿,3800,6800,"No. 247-1, Xiwei, Magong City, Penghu County, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277313.jpg?v=20250516,馬公市,,886-918-333539
厝覓民宿,2800,3200,"No. 373-6, Xiwei, Magong City, Penghu County , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/290634.jpeg?v=20250516,馬公市,,886-922-745580
汝好民宿,2000,5000,"No. 120-22, Zhujiang, Magong City, Penghu County , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261068.jpg?v=20250516,馬公市,https://www.facebook.com/ruruhauhau/,886-6-9950843
樂菲民宿,3800,5000,"No. 2-112, Shiquan, Magong City, Penghu County, Taiwan (R.O.C.)",,馬公市,,886-939-595331
悅芸民宿,3200,3200,"No. 265, Zhujiang, Magong City, Penghu County  , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261259.jpeg?v=20250516,馬公市,,886-956-123526
獺浪民宿,2800,5400,"No. 120-20, Zhujiang, Magong City, Penghu County  , Taiwan (R.O.C.)",,馬公市,,886-908-121016
藍海會館二館民宿,3280,5680,"No. 25-2, Caiyuan, Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,,886-966-052025
辰廷乙語民宿,3200,5400,"No. 18, Aly. 6, Ln. 3, Wufu Rd., Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,,886-900-625711
九份山宿,5280,5280,"No. 9-14, Qiche Rd., Ruifang Dist., New Taipei City 224008 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/267660.jpg?v=20250516,瑞芳區,,886-972-757019
洄澀水民宿,3500,3500,"No. 41, Dayan Ln., Yuchi Township, Nantou County 555002 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/287087.jpg?v=20250516,魚池鄉,,886-982-299377
文居行旅民宿,1800,3600,"No. 319-6, Shuangtougua, Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,,886-980-620595
九號光舟民宿,30000,30000,"No. 51, Zhouping 2nd St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277433.jpg?v=20250516,安平區,,886-915-495335
荷風小築,5200,7200,"No. 61, Shiping 4th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/236542.jpeg?v=20250516,安平區,,886-937-808603
看海季節民宿,3000,5600,"No. 37, Wenming Rd., Magong City, Penghu County  , Taiwan (R.O.C.)",,馬公市,,886-6-9212298
聽海約定民宿,3000,5600,"No. 39, Wenming Rd., Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,,886-989-081991
鴨子花貓民宿,3800,18800,"No. 166、167, Ln. 537, Sec. 1, Xi&#39;an Rd., Puli Township, Nantou County 545015 , Taiwan (R.O.C.)",,埔里鎮,,886-932-623452
神隱之月民宿,30000,30000,"No. 253, Dongding Rd., Ruifang Dist., New Taipei City 224011 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266893.jpg?v=20250516,瑞芳區,,886-905-788650
安喬慧民宿,5200,7200,"No. 429-6, Sec. 3, Linhai Rd., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/278283.jpg?v=20250516,台東市,,886-911-879335
知蓿民宿,5000,5000,"No. 11-19, Zhongxin Rd., Puli Township, Nantou County 545012 , Taiwan (R.O.C.)",,埔里鎮,,886-954-056858
阿拉慕民宿,5600,7600,"No. 45, Ln. 654, Gengsheng N. Rd., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",,台東市,,886-916-292093
叄宅民宿,5000,5000,"No. 51, Daji 1st Rd., Wujie Township, Yilan County  , Taiwan (R.O.C.)",,五結鄉,,886-910-104641
京正棧民宿,6000,8000,"No. 1, Ln. 2, Jianguo Rd., Guanshan Township, Taitung County , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/238626.JPG?v=20250516,關山鎮,https://0921579173.shop089.com/,886-921-579173
五心集會館,6500,6500,"No. 22-10, Liyu Rd., Puli Township, Nantou County 545012 , Taiwan (R.O.C.)",,埔里鎮,,886-931-562005
山間旅民宿,8000,8000,"No. 134, Donghua Rd., Puli Township, Nantou County 545015, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/281411.jpg?v=20250516,埔里鎮,,886-912-982673
玫花露民宿,6000,6000,"No. 18, Dongfeng Rd., Puli Township, Nantou County 545004, Taiwan (R.O.C.)",,埔里鎮,,886-912-687662
樂桃桃莊園,6000,6000,"No. 7, Zhonggua Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,,886-909-939111
埔里有風民宿,7000,10000,"No. 75, Xinghua 1st St., Puli Township, Nantou County 545005, Taiwan (R.O.C.)",,埔里鎮,,886-938-010709
瀧眼蜜親子寵物民宿,5000,6100,"No. 251-13, Xiwei, Magong City, Penghu County Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/285924.jpeg?v=20250516,馬公市,,886-906-361778
夏茉二館民宿,4500,4500,"No. 436-12, Xiwei, Magong City, Penghu County , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/258278.jpeg?v=20250516,馬公市,,886-928-570776
小小之間民宿,3600,6000,"No. 262, Zhujiang, Magong City, Penghu County  , Taiwan (R.O.C.)",,馬公市,,886-912-921512
朝霧渡假民宿,6000,6000,"No. 33, Zhongshan Rd., Yuchi Township, Nantou County  , Taiwan (R.O.C.)",,魚池鄉,,886-921-335861
稻香田園民宿,6000,9000,"No. 12-3, Zhongqing, Guanshan Township, Taitung County Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/239065.jpg?v=20250516,關山鎮,,886-911-316621
麗臻民宿,3200,4600,"No. 55-60, Zhujiang, Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,,886-921-770300
我家莊園民宿,8800,8800,"No. 148-11, Sec. 1, Zhongshan Rd., Puli Township, Nantou County 545 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/283180.jpg?v=20250516,埔里鎮,,886-49-2996288
七武海輕旅,4000,4000,"No. 4-13, Zhonghua Rd., Liuqiu Township, Pingtung County",,琉球鄉,,886-963-872826
悠境會館,3600,6000,"No. 25, Hushan 5th St., Puli Township, Nantou County 545001 , Taiwan (R.O.C.)",,埔里鎮,,886-966-907629
流浪居所民宿,3200,4600,"No. 152-83, Zhujiang, Magong City, Penghu County  , Taiwan (R.O.C.)",,馬公市,,886-926-150717
癒室民宿,3500,3500,"No. 77, Ren 8th St., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/255445.JPG?v=20250516,台東市,,886-919-894744
蜂巢旅居,6000,6000,"No. 50-23, Pinghe Ln., Yuchi Township, Nantou County  , Taiwan (R.O.C.)",,魚池鄉,,886-919-729767
沐光冉冉,19880,19880,"No. 8, Aly. 31, Ln. 23, Yunhe Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/290030.jpg?v=20250516,安平區,,886-966-417709
三宅三合,8000,8000,"No. 7, Ln. 156, Tongping Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277437.jpg?v=20250516,安平區,,886-906-951522
享穗民宿,4400,6400,"No. 129-9, Feng Vil., Hualien City, Hualien County 970 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/290135.jpg?v=20250516,花蓮市,,886-984-298238
田舍民宿,4400,6400,"No. 129-8, Feng Vil., Hualien City, Hualien County 970 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/290138.jpg?v=20250516,花蓮市,,886-975-302842
芊禹民宿,7800,7800,"No. 2, Aly. 7, Ln. 154, Chuanguang Rd., Taitung City, Taitung County 950021 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/237071.jpeg?v=20250516,台東市,,886-987-372717
慢時光秘境莊園,5000,5000,"No. 12-5, Hecheng Ln., Puli Township, Nantou County 545019, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/253570.jpg?v=20250516,埔里鎮,,886-919-006629
敘久民宿,4000,4000,"No. 80, Ln. 692, Gengsheng N. Rd., Taitung City, Taitung County950 , Taiwan (R.O.C.)",,台東市,,886-933-300712
達雲閤民宿,3800,5500,"No. 135, Guangming Rd., Taitung City, Taitung County 95002 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261550.JPG?v=20250516,台東市,,886-966-135168
啄雲啖綠,9800,9800,"No. 25, Ln. 247, Zhongxin Rd., Puli Township, Nantou County 545012, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/238787.jpg?v=20250516,埔里鎮,https://www.cloudandgreen.com/,886-986-255736
念念之家民宿,4800,8800,"No. 109, Zhihang 2nd St., Taitung City, Taitung County950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261454.jpg?v=20250516,台東市,,886-919-639511
小木旅宿民宿,6000,8800,"No. 79, Guotai St., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/291702.jpg?v=20250516,台東市,,886-986-796800
老宅拾光,6000,18000,"No. 13, Ln. 30, Yanping St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277441.jpg?v=20250516,安平區,,886-900-087115
後湖山居民宿,15000,15000,"No. 36-9, Yongxing Rd., Puli Township, Nantou County 545004 , Taiwan (R.O.C.)",,埔里鎮,,886-49-2932901
喵窩Meow28民宿,6000,6000,"No. 28, Sec. 2, Xing&#39;an Rd., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/274090.jpg?v=20250516,台東市,,886-978-285862
亞維儂民宿,2800,4000,"No. 100-1, Suoguangang, Magong City, Penghu County  , Taiwan (R.O.C.)",,馬公市,,886-6-9952566
北岸民宿,1800,2400,"2F., No. 11, Minsheng St., Ruifang Dist., New Taipei City 224001 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266841.jpg?v=20250516,瑞芳區,,886-929-116993
賴這李民宿,5500,7000,"No. 169, Danan 7th St., Puli Township, Nantou County 545017, Taiwan (R.O.C.)",,埔里鎮,,886-908-755178
漫漫暖暖民宿,4000,8000,"No. 165, Danan 7th St., Puli Township, Nantou County 545017, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/270971.jpg?v=20250516,埔里鎮,https://www.harmonyhousepuli.com,886-988-381783
墅欣莊園,4800,8800,"No. 66, Zhongxin Rd., Puli Township, Nantou County 545012 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/285716.jpg?v=20250516,埔里鎮,,886-49-2901469
日光樂居成都館,2800,20000,"2-4F., No. 99, Chengdu Rd",,萬華區,,886-2-23886898
翔湘居民宿,4000,4500,"No. 1-15, Ln. 1, Zhongxiao Rd., Liuqiu Township, Pingtung County 929 , Taiwan (R.O.C.)",,琉球鄉,,886-934-168202
寗夏光線,4800,5800,"No. 191, Sec. 1, Xibin Rd., Wujie Township, Yilan County  , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/264531.jpeg?v=20250516,五結鄉,,886-965-507738
綠堤豐谷民宿,4000,8000,"No. 13, Ln. 588, Xinsheng Rd., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/254376.jpg?v=20250516,台東市,,886-966-583059
別有洞天-新生館民宿,4000,6000,"No. 13, Ln. 588, Xinsheng Rd., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",,台東市,,886-928-349364
眠極文旅民宿,12000,12000,"No. 81, Guotai St., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/280300.jpg?v=20250516,台東市,,886-968-516813
眠極文旅民宿2館,12000,12000,"No. 81-1, Guotai St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/280309.jpg?v=20250516,台東市,,886-910-132823
別有洞天-敦惠館民宿,4000,6000,"No. 90, Aly. 21, Ln. 200, Sec. 1, Xing&#39;an Rd., Taitung City, Taitung County 950 , Taiwan (R.O.C.",,台東市,,886-928-349364
小琉球私房館,3000,6000,"No. 4-6, Ln. 3, Heping Rd., Liuqiu Township, Pingtung County 929 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/288433.jpg?v=20250516,琉球鄉,,886-925-182232
花田旅宿,3500,3500,"No. 139, Fuqian 3rd St., Anping Dist., Tainan City 708 , Taiwan (R.O.C.)",,安平區,,886-979-665887
巨翼民宿,4000,6500,"No. 13, Fuchang Rd., Puli Township, Nantou County 545018, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/293060.jpg?v=20250516,埔里鎮,,886-978-107723
P and B&#39;s Home,8000,8000,"No. 38, Ln. 40, Shiping 5th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277443.jpg?v=20250516,安平區,,886-920-659011
澎湖橙欣民宿,2400,4600,"No. 390-7, Shuangtougua, Magong City, Penghu County 880023 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/245921.LINE_ALBUM_橙欣?v=20250516,馬公市,https://sites.google.com/view/chengxinminsu,886-933-595301
一畝三分地民宿,3000,5000,"No. 319-5, Shuangtougua, Magong City, Penghu County 880023 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/285636.jpeg?v=20250516,馬公市,,886-936-155591
海汘湫民宿,2600,4800,"No. 13, Aly. 370, Sanduo Rd., Magong City, Penghu County 880005 , Taiwan (R.O.C.)",,馬公市,,886-6-9267575
萊恩晴旅包棟民宿,5000,6000,"No. 6, Aly. 23, Ln. 78, Wufu Rd., Magong City, Penghu County 880002 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/273217.jpeg?v=20250516,馬公市,,886-6-9260702
山有巷宅,1800,2880,"No. 11, Ln. 271, Sec. 3, Zhongshan Rd., Puli Township, Nantou County 545011 , Taiwan (R.O.C.)",,埔里鎮,,886-49-2930406
荷堤會館,3800,6000,"No. 2-13, Niuwei Rd., Puli Township, Nantou County 545018, Taiwan (R.O.C.)",,埔里鎮,,886-966-907629
繽界民宿,4000,6500,"No. 5, Fuchang Rd., Puli Township, Nantou County 545018, Taiwan (R.O.C.",https://taiwan.taiwanstay.net.tw/twpic/293065.jpg?v=20250516,埔里鎮,,886-905-479262
金太陽民宿,3600,6000,"No. 102, Xiangpu Rd., Liuqiu Township, Pingtung County 929 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/264214.jpeg?v=20250516,琉球鄉,,886-966-406384
埔里春天民宿,15000,28000,"No. 188, Sec. 1, Zhongshan Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,https://www.pulispringresort.com/camp/campCalendar.php#left_page,886-49-2991866
豐澤園民宿,4600,6600,"No. 130, S. 3rd Rd., Luye Township, Taitung County 955001 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261662.jpg?v=20250516,鹿野鄉,https://fengzeyuan.ttbnb.tw/,886-911-129675
布魯BLUE堡莊園,8000,12000,"No. 4-2, Youshui Ln., Yuchi Township, Nantou County 555 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/273048.jpeg?v=20250516,魚池鄉,,886-909-807660
水芳,4800,8000,"No. 24-1, Zhongshan Rd., Ruifang Dist., New Taipei City 224004 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266786.jpg?v=20250516,瑞芳區,,886-973-400562
蘇湖民宿,5000,5000,"No. 7, Huantan S. Rd., Shoufeng Township, Hualien County 974 , Taiwan (R.O.C.)",,壽豐鄉,,886-978-987156
青笙行旅,7500,10000,"No. 12, Ln. 159, Yonghua 11th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277463.jpg?v=20250516,安平區,,886-978-035426
繫語行旅,7500,10000,"No. 12-1, Ln. 159, Yonghua 11th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277464.jpg?v=20250516,安平區,,886-900-629000
桃米森見旅宿,7800,7800,"No. 9-2, Zhonggua Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/287001.jpg?v=20250516,埔里鎮,,886-912-347044
吾悠吳寓,10000,20000,"No. 141, Tongping Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/249442.jpg?v=20250516,安平區,,886-936-509736
漫漫徠行旅,7500,10000,"No. 16, Ln. 159, Yonghua 11th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277465.jpg?v=20250516,安平區,,886-909-795080
金色水岸,6000,10800,"No. 228-1, Anping Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277439.jpg?v=20250516,安平區,,886-960-902052
胡桃,10900,18000,"No. 67, Shiping 5th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277445.jpg?v=20250516,安平區,,886-955-497335
回巢．歸宿民宿,8000,12000,"No. 47, Ln. 121, Wenchang Rd., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/251224.jpg?v=20250516,台東市,,886-976-072692
SOLA鹿野民宿,12000,12000,"No. 106, Ln. 42, Gaotai Rd., Luye Township, Taitung County 955001 , Taiwan (R.O.C.)",,鹿野鄉,,886-918-119522
大方來富莊園民宿,9000,18000,"No. 223, Fulu Rd., Luye Township, Taitung County 955001 , Taiwan (R.O.C.)",,鹿野鄉,,886-935-865369
瘋旅夏民宿,7000,9000,"No. 152-87, Zhujiang, Magong City, Penghu County , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/248089.jpeg?v=20250516,馬公市,,886-927-451229
紫品花筑,8000,8000,"No. 150-3, Anbei Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265096.jpeg?v=20250516,安平區,,886-933-923996
春慢小築民宿,10000,18000,"No. 122-3, Fuxing, Gongguan Township, Miaoli County ,363 Taiwan (R.O.C.)",,西湖鄉,,886-988-538822
九號和和民宿,16999,18999,"No. 53, Zhouping 2nd St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277444.jpg?v=20250516,安平區,,886-6-7035935
日曰民宿,5000,6500,"No. 88, Zhihang 2nd St., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/288824.jpg?v=20250516,台東市,,886-988-526982
遇見希臘民宿,2600,3800,"No. 862, Xiwei, Magong City, Penghu County  , Taiwan (R.O.C.)",,馬公市,,886-933-605001
放慢腳步文旅民宿,3500,5500,"No. 167, Ln. 225, Wenshan Rd., Magong City, Penghu County, Taiwan (R.O.C.)",,馬公市,,886-936-254545
一斗夢藝棧,1800,4000,"No. 2-1, Wenzheng Ln., Yuchi Township, Nantou County  , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/284347.jpg?v=20250516,魚池鄉,,886-928-312462
菓薌民宿,2300,4500,"No. 520, Fenggu S. Rd., Taitung City, Taitung County 950001 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/291343.JPG?v=20250516,台東市,,886-913-752177
光明貳號民宿,4000,8000,"No. 171-3, Zhaijiaoyu, Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,,886-909-500058
印山民宿,3800,3800,"No. 78, Danan 6th St., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/251848.JPG?v=20250516,埔里鎮,,886-921-659778
彩虹小築民宿,16000,16000,"No. 66, Qiche Rd., Ruifang Dist., New Taipei City 224008 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/267996.jpg?v=20250516,瑞芳區,,886-988-266752
彩虹雅舍民宿,16000,16000,"No. 68, Qiche Rd., Ruifang Dist., New Taipei City 224010 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266224.jpg?v=20250516,瑞芳區,,886-988-266752
馥御花園酒店,12000,20000,"No. 100, Sec. 2, Zhanqu Rd., Tianzhong Township, Changhua County  , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/260620.jpg?v=20250516,田中鎮,,886-4-8763366
燕美居民宿,5000,5000,"No. 85-1, Sec. 3, Xi&#39;an Rd., Puli Township, Nantou County 545019, Taiwan (R.O.C.)",,埔里鎮,,886-905-064847
潮汐澗海景民宿,4500,6500,"No. 193, Suogang 6th Rd., Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,,886-985-677422
束頁木木民宿,3500,5500,"No. 167, Suogang 6th Rd., Magong City, Penghu County  , Taiwan (R.O.C.)",,馬公市,,886-912-980444
悠樂民宿,7600,9000,"No. 110, Shiping 5th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277456.jpg?v=20250516,安平區,,886-6-3911638
重光旅宿,3500,3500,"No. 3, Ln. 64, Gubao St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277454.jpg?v=20250516,安平區,,886-6-2350432
蒙德里安海景民宿,3800,4800,"No. 169, Suogang 6th Rd., Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,https://www.penghu-mondrian.com,886-937-997053
薇絲塔民宿,6000,7500,"No. 60, Guotai St., Taitung City, Taitung County 950 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/285367.jpg?v=20250516,台東市,,886-919-127569
渡鴉行旅,32000,32000,"No. 43-2, Sanxie Rd., Puli Township, Nantou County 545005, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/284978.jpg?v=20250516,埔里鎮,,886-971-095686
慕白行旅,32000,32000,"No. 43-1, Sanxie Rd., Puli Township, Nantou County 545005, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/284983.jpg?v=20250516,埔里鎮,,886-937-488004
青和漫旅,9900,16500,"Aly. 8, Ln. 49, Shiping 4th St., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/273328.jpg?v=20250516,安平區,,886-6-7031080
頂住民宿,4500,8000,"No. 52, Benyu Rd., Liuqiu Township, Pingtung County 929 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266699.jpg?v=20250516,琉球鄉,,886-972-241051
鄉居。拼布亭民宿,2800,2800,"No. 322, Ln. 428, Sec. 4, Qinghai Rd., Taitung City, Taitung County  , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/246592.jpg?v=20250516,台東市,,886-7-3823265
金之谷民宿,16000,16000,"No. 137-2, Qitang Rd., Ruifang Dist., New Taipei City 224010 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/267768.jpg?v=20250516,瑞芳區,,886-988-266752
環山蒔．光,10000,10000,"No. 58, Hu&#39;er 3rd St., Puli Township, Nantou County 545001, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/282740.jpg?v=20250516,埔里鎮,,886-921-301252
觀海軒民宿,2600,5500,"No. 9-25, Ln. 1, Heping Rd., Liuqiu Township, Pingtung County 929 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/272005.jpg?v=20250516,琉球鄉,,886-911-057677
森朵文旅,6000,12000,"2F., No. 239, Fuke Rd., Xitun Dist., Taichung City 407009 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/259027.jpg?v=20250516,西屯區,,886-960-762961
埔里漫居親子包棟民宿,8000,12000,"No. 185, Xinyi Rd., Puli Township, Nantou County 545001 Taiwan (R.O.C.)",,埔里鎮,,886-930-865977
心心星民宿,3600,4800,"No. 228, Dongxing 3rd St., Puli Township, Nantou County 545009 Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/286918.jpeg?v=20250516,埔里鎮,,886-49-2422960
拾光如初,14800,16800,"No. 52, Ln. 108, Tongping Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277457.jpg?v=20250516,安平區,,886-900-087115
日居圖南,8000,10000,"No. 12, Ln. 16, Sec. 2, Yunlin Rd., Douliu City, Yunlin County640001 , Taiwan (R.O.C.)",,斗六市,,886-930-939017
呼嚕喵民宿,4000,6000,"No. 93-5, Jimuwu, Magong City, Penghu County , Taiwan (R.O.C.)",,馬公市,,886-903-071206
小酒窩,8000,8000,"No. 31, Wuqiang St., Qianjin Dist., Kaohsiung City",https://taiwan.taiwanstay.net.tw/twpic/261050.jpg?v=20250516,前金區,,886-988-194281
流水年華民宿,3800,5800,"No. 340, Hanyang N. Rd., Taitung City, Taitung County 950015 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/259885.jpg?v=20250516,台東市,,886-926-308726
禾山民宿,1480,5000,"No. 7, Fuyu 17th St., Hualien City, Hualien County 970 , Taiwan (R.O.C.)",,花蓮市,,886-3-8577286
海想念民宿,3800,6800,"No. 3, Daxia St., Hualien City, Hualien County 970 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/290140.jpg?v=20250516,花蓮市,,886-987-555100
浮見日光民宿,1500,6000,"No. 348, Fujian St., Hualien City, Hualien County 970 , Taiwan (R.O.C.)",,花蓮市,,886-961-013579
睏家鐵花民宿,4400,6000,"No. 7, Ln. 86, Tiehua Rd., Taitung City, Taitung County 950018 , Taiwan (R.O.C.)",,台東市,,886-911-739956
遇見轉角行旅,8800,8800,"No. 32, Ping 4th St., Puli Township, Nantou County 545012 Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/286328.jpg?v=20250516,埔里鎮,,886-49-2900595
桂冠民宿,6800,6800,"No. 294-2, Qingbian Rd., Ruifang Dist., New Taipei City 224008 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266734.jpg?v=20250516,瑞芳區,,886-966-556099
